Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,rmtst03.map,0,1333,0,0,3.420068009290844,0.0
A*,rmtst03.map,0,1333,0,0,2.648108988068998,0.0
Weighted A*,rmtst03.map,0,1333,0,0,2.9547809972427785,0.0
Chance-Constrained A*,rmtst03.map,0,35673,0,0,143.07291599106975,0.0
CVaR A*,rmtst03.map,0,35673,0,0,203.0550639901776,0.0
Risk-Penalized A*,rmtst03.map,0,1333,0,0,3.47785500343889,0.0
Risk-Penalized Dijkstra,rmtst03.map,0,1333,0,0,3.1012300169095397,0.0
Risk-Penalized Greedy,rmtst03.map,0,1333,0,0,2.536928019253537,0.0
BFS,rmtst03.map,0,1333,0,0,1.4324259827844799,0.0
DFS,rmtst03.map,0,1333,0,0,1.622368989046663,0.0
Dijkstra,rmtst03.map,0,1333,0,0,2.442793018417433,0.0
Greedy,rmtst03.map,0,1333,0,0,2.3349120165221393,0.0
