Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,lak103d.map,83,595,1,0,1.843757025199011,333.0
A*,lak103d.map,83,647,1,0,1.2272959866095334,557.0
Weighted A*,lak103d.map,87,260,1,0,0.624935026280582,516.0
Chance-Constrained A*,lak103d.map,0,9605,0,0,34.843420988181606,0.0
CVaR A*,lak103d.map,0,9605,0,0,40.00056101358496,0.0
Risk-Penalized A*,lak103d.map,87,691,1,0,1.728777016978711,225.0
Risk-Penalized Dijkstra,lak103d.map,87,775,1,0,1.6815819835755974,225.0
Risk-Penalized Greedy,lak103d.map,89,165,1,0,0.395102018956095,245.0
BFS,lak103d.map,83,806,1,0,0.8391090086661279,542.0
DFS,lak103d.map,167,704,1,0,0.6623200024478137,905.0
Dijkstra,lak103d.map,83,800,1,0,1.391263009281829,557.0
Greedy,lak103d.map,87,117,1,0,0.2581919834483415,516.0
