Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,den998d.map,80,389,1,0,1.1427119898144156,164.0
A*,den998d.map,80,422,1,0,0.8450699970126152,205.0
Weighted A*,den998d.map,80,105,1,0,0.3002909943461418,205.0
Chance-Constrained A*,den998d.map,0,21329,0,0,83.13810100662522,0.0
CVaR A*,den998d.map,0,21329,0,0,130.02906600013375,0.0
Risk-Penalized A*,den998d.map,80,1084,1,0,2.8079320036340505,97.0
Risk-Penalized Dijkstra,den998d.map,80,1595,1,0,3.672725986689329,97.0
Risk-Penalized Greedy,den998d.map,80,100,1,0,0.2863990084733814,109.0
BFS,den998d.map,80,1675,1,0,1.8442849977873266,235.0
DFS,den998d.map,182,967,1,0,0.832013989565894,597.0
Dijkstra,den998d.map,80,1652,1,0,3.008571016835049,172.0
Greedy,den998d.map,80,86,1,0,0.21834298968315125,205.0
