Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,brc101d.map,690,12462,1,0,48.01012700772844,2396.0
A*,brc101d.map,690,12639,1,0,33.76735400524922,4366.0
Weighted A*,brc101d.map,726,6988,1,0,20.116530009545386,4145.0
Chance-Constrained A*,brc101d.map,0,981505,0,0,6421.275185013656,0.0
CVaR A*,brc101d.map,0,981505,0,0,7088.447132002329,0.0
Risk-Penalized A*,brc101d.map,710,13963,1,0,46.96046601748094,12.0
Risk-Penalized Dijkstra,brc101d.map,710,27064,1,0,88.22534600039944,12.0
Risk-Penalized Greedy,brc101d.map,772,1557,1,0,4.3803419976029545,727.0
BFS,brc101d.map,690,26838,1,0,39.54854898620397,3614.0
DFS,brc101d.map,2422,17710,1,0,21.555825020186603,5261.0
Dijkstra,brc101d.map,690,26747,1,0,67.95303602120839,4366.0
Greedy,brc101d.map,780,1373,1,0,3.4609599970281124,5565.0
