Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,lak302d.map,351,5809,1,0,17.429842002457008,779.0
A*,lak302d.map,351,5841,1,0,11.993820982752368,1420.0
Weighted A*,lak302d.map,357,3687,1,0,9.19775798683986,1444.0
Chance-Constrained A*,lak302d.map,0,223109,0,0,1070.767558994703,0.0
CVaR A*,lak302d.map,0,223109,0,0,1139.1538030002266,0.0
Risk-Penalized A*,lak302d.map,361,10838,1,0,27.639959007501602,132.0
Risk-Penalized Dijkstra,lak302d.map,361,14782,1,0,36.737338989041746,132.0
Risk-Penalized Greedy,lak302d.map,401,2069,1,0,4.444362013600767,586.0
BFS,lak302d.map,351,14649,1,0,16.36250299634412,1412.0
DFS,lak302d.map,1641,5519,1,0,4.7271299990825355,4147.0
Dijkstra,lak302d.map,351,14558,1,0,28.81294401595369,1420.0
Greedy,lak302d.map,519,1986,1,0,3.758311999263242,2977.0
