Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,den404d.map,41,134,1,0,0.41636297828517854,175.0
A*,den404d.map,41,138,1,0,0.27804201818071306,264.0
Weighted A*,den404d.map,41,66,1,0,0.1571349857840687,264.0
Chance-Constrained A*,den404d.map,0,3809,0,0,14.243059005821124,0.0
CVaR A*,den404d.map,0,3809,0,0,15.636737982276827,0.0
Risk-Penalized A*,den404d.map,47,326,1,0,0.8284960058517754,97.0
Risk-Penalized Dijkstra,den404d.map,47,345,1,0,0.7622519915457815,97.0
Risk-Penalized Greedy,den404d.map,51,77,1,0,0.21268200362101197,116.0
BFS,den404d.map,41,264,1,0,0.29462800011970103,250.0
DFS,den404d.map,71,317,1,0,0.30459597473964095,431.0
Dijkstra,den404d.map,41,254,1,0,0.43429198558442295,264.0
Greedy,den404d.map,55,61,1,0,0.13411999680101871,436.0
