Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,NewYork_0_1024.map,1089,119293,1,0,1193.9975109999068,0.0
A*,NewYork_0_1024.map,1089,126886,1,0,1075.0812610203866,3964.0
Weighted A*,NewYork_0_1024.map,1303,30636,1,0,268.2222090079449,2606.0
Chance-Constrained A*,NewYork_0_1024.map,0,4194305,0,0,180614.19155998738,0.0
CVaR A*,NewYork_0_1024.map,0,4194305,0,0,122337.87359000416,0.0
Risk-Penalized A*,NewYork_0_1024.map,1089,119293,1,0,1270.5683970125392,0.0
Risk-Penalized Dijkstra,NewYork_0_1024.map,1089,757326,1,0,8890.455966989975,0.0
Risk-Penalized Greedy,NewYork_0_1024.map,1597,13765,1,0,113.46033599693328,467.0
BFS,NewYork_0_1024.map,1089,758390,1,0,4322.6861669973005,3078.0
DFS,NewYork_0_1024.map,138571,426566,1,0,1506.5604289993644,40964.0
Dijkstra,NewYork_0_1024.map,1089,758366,1,0,9883.078430983005,3964.0
Greedy,NewYork_0_1024.map,1601,12993,1,0,114.01951999869198,5657.0
