Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,Sydney_1_256.map,271,1000,1,0,11.396618996514007,0.0
A*,Sydney_1_256.map,271,12505,1,0,79.93255299516022,971.0
Weighted A*,Sydney_1_256.map,279,1243,1,0,9.599073993740603,971.0
Chance-Constrained A*,Sydney_1_256.map,0,262145,0,0,3602.0503280160483,0.0
CVaR A*,Sydney_1_256.map,0,262145,0,0,4333.086952014128,0.0
Risk-Penalized A*,Sydney_1_256.map,271,11000,1,0,88.53346802061424,0.0
Risk-Penalized Dijkstra,Sydney_1_256.map,271,46097,1,0,398.31221097847447,0.0
Risk-Penalized Greedy,Sydney_1_256.map,323,893,1,0,5.814922013087198,51.0
BFS,Sydney_1_256.map,271,46246,1,0,182.7643110009376,971.0
DFS,Sydney_1_256.map,7351,27210,1,0,77.1561450092122,6824.0
Dijkstra,Sydney_1_256.map,271,46178,1,0,374.73951498395763,971.0
Greedy,Sydney_1_256.map,323,838,1,0,5.937514011748135,1115.0
