Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,Shanghai_1_256.map,203,1819,1,0,13.691242027562112,46.0
A*,Shanghai_1_256.map,203,3220,1,0,17.405337013769895,701.0
Weighted A*,Shanghai_1_256.map,211,295,1,0,2.025666006375104,789.0
Chance-Constrained A*,Shanghai_1_256.map,0,262145,0,0,3243.2987759821117,0.0
CVaR A*,Shanghai_1_256.map,0,262145,0,0,4426.395667018369,0.0
Risk-Penalized A*,Shanghai_1_256.map,205,3941,1,0,36.11058200476691,32.0
Risk-Penalized Dijkstra,Shanghai_1_256.map,205,43353,1,0,413.1007599935401,32.0
Risk-Penalized Greedy,Shanghai_1_256.map,229,229,1,0,2.170632011257112,110.0
BFS,Shanghai_1_256.map,203,42741,1,0,174.51478698058054,879.0
DFS,Shanghai_1_256.map,5285,42992,1,0,157.2534180013463,9299.0
Dijkstra,Shanghai_1_256.map,203,42563,1,0,301.1643339996226,701.0
Greedy,Shanghai_1_256.map,233,275,1,0,4.745226004160941,951.0
