Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,Paris_0_256.map,311,11052,1,0,152.13909500744194,180.0
A*,Paris_0_256.map,311,11125,1,0,93.19606999633834,1271.0
Weighted A*,Paris_0_256.map,343,2679,1,0,39.17965799337253,1833.0
Chance-Constrained A*,Paris_0_256.map,0,262145,0,0,5300.240288983332,0.0
CVaR A*,Paris_0_256.map,0,262145,0,0,4280.7579769869335,0.0
Risk-Penalized A*,Paris_0_256.map,317,16415,1,0,213.53682898916304,30.0
Risk-Penalized Dijkstra,Paris_0_256.map,317,44805,1,0,382.7787770133,30.0
Risk-Penalized Greedy,Paris_0_256.map,371,617,1,0,5.314079986419529,438.0
BFS,Paris_0_256.map,311,43283,1,0,149.02725900174119,1287.0
DFS,Paris_0_256.map,5283,21895,1,0,59.26742797601037,8991.0
Dijkstra,Paris_0_256.map,311,43210,1,0,262.4988590250723,1271.0
Greedy,Paris_0_256.map,345,493,1,0,3.687167016323656,1865.0
