Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,Berlin_1_512.map,644,33170,1,0,324.32138998410664,0.0
A*,Berlin_1_512.map,644,35375,1,0,269.7693290247116,1272.0
Weighted A*,Berlin_1_512.map,644,644,1,0,6.3115340017247945,1272.0
Chance-Constrained A*,Berlin_1_512.map,0,1048577,0,0,18517.067433014745,0.0
CVaR A*,Berlin_1_512.map,0,1048577,0,0,20300.59450500994,0.0
Risk-Penalized A*,Berlin_1_512.map,644,33170,1,0,338.95775699056685,0.0
Risk-Penalized Dijkstra,Berlin_1_512.map,644,196262,1,0,1951.9397989788558,0.0
Risk-Penalized Greedy,Berlin_1_512.map,644,644,1,0,7.868940010666847,0.0
BFS,Berlin_1_512.map,644,196317,1,0,801.8718890089076,2636.0
DFS,Berlin_1_512.map,16930,133217,1,0,487.53534597926773,22276.0
Dijkstra,Berlin_1_512.map,644,196304,1,0,1476.8814349954482,1272.0
Greedy,Berlin_1_512.map,644,644,1,0,8.139643992763013,1272.0
