Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,Moscow_0_512.map,466,36145,1,0,324.77221300359815,219.0
A*,Moscow_0_512.map,466,36418,1,0,256.9038969813846,1752.0
Weighted A*,Moscow_0_512.map,502,9160,1,0,66.41973298974335,1771.0
Chance-Constrained A*,Moscow_0_512.map,0,1048577,0,0,17636.02860100218,0.0
CVaR A*,Moscow_0_512.map,0,1048577,0,0,21026.729056990007,0.0
Risk-Penalized A*,Moscow_0_512.map,474,38163,1,0,376.204485015478,4.0
Risk-Penalized Dijkstra,Moscow_0_512.map,474,184045,1,0,1975.1232379931025,4.0
Risk-Penalized Greedy,Moscow_0_512.map,726,7016,1,0,46.80776200257242,297.0
BFS,Moscow_0_512.map,466,184266,1,0,789.6063569933176,1487.0
DFS,Moscow_0_512.map,15154,122964,1,0,535.7418269850314,23722.0
Dijkstra,Moscow_0_512.map,466,184165,1,0,1743.1625289900694,1752.0
Greedy,Moscow_0_512.map,724,6880,1,0,42.403391998959705,3134.0
