Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,Paris_2_512.map,826,120519,1,0,1785.5912300001364,1756.0
A*,Paris_2_512.map,826,121577,1,0,918.7581099977251,3170.0
Weighted A*,Paris_2_512.map,834,98960,1,0,844.6458580147009,3218.0
Chance-Constrained A*,Paris_2_512.map,0,1048577,0,0,19207.0654190029,0.0
CVaR A*,Paris_2_512.map,0,1048577,0,0,19817.22525099758,0.0
Risk-Penalized A*,Paris_2_512.map,844,123444,1,0,1850.0370499968994,0.0
Risk-Penalized Dijkstra,Paris_2_512.map,844,193507,1,0,2452.6883360231295,0.0
Risk-Penalized Greedy,Paris_2_512.map,1324,56584,1,0,575.0190270191524,599.0
BFS,Paris_2_512.map,826,193481,1,0,1345.5400849925354,2859.0
DFS,Paris_2_512.map,27980,125936,1,0,497.6794170215726,25104.0
Dijkstra,Paris_2_512.map,826,193422,1,0,2346.995801985031,3170.0
Greedy,Paris_2_512.map,1322,55706,1,0,570.5293960054405,4920.0
