Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,Sydney_1_512.map,697,3819,1,0,52.62464497354813,0.0
A*,Sydney_1_512.map,697,71354,1,0,576.2424480053596,234.0
Weighted A*,Sydney_1_512.map,723,1043,1,0,11.886074003996328,594.0
Chance-Constrained A*,Sydney_1_512.map,0,1048577,0,0,24241.040948982118,0.0
CVaR A*,Sydney_1_512.map,0,1048577,0,0,27722.713308001403,0.0
Risk-Penalized A*,Sydney_1_512.map,697,65434,1,0,928.6111620021984,0.0
Risk-Penalized Dijkstra,Sydney_1_512.map,697,174135,1,0,2352.872177027166,0.0
Risk-Penalized Greedy,Sydney_1_512.map,725,725,1,0,15.708474005805328,106.0
BFS,Sydney_1_512.map,697,174388,1,0,1001.5656189934816,234.0
DFS,Sydney_1_512.map,23349,111188,1,0,450.610008003423,14140.0
Dijkstra,Sydney_1_512.map,697,174173,1,0,2389.9699810135644,234.0
Greedy,Sydney_1_512.map,723,723,1,0,6.309758988209069,594.0
