Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,NewYork_1_1024.map,1202,147503,1,0,2057.939028018154,1258.0
A*,NewYork_1_1024.map,1202,148047,1,0,1815.8827090228442,3656.0
Weighted A*,NewYork_1_1024.map,1236,21934,1,0,233.62669898779131,4034.0
Chance-Constrained A*,NewYork_1_1024.map,0,4194305,0,0,181225.60897801304,0.0
CVaR A*,NewYork_1_1024.map,0,4194305,0,0,377099.1560239927,0.0
Risk-Penalized A*,NewYork_1_1024.map,1222,157211,1,0,2622.221163008362,0.0
Risk-Penalized Dijkstra,NewYork_1_1024.map,1222,728887,1,0,16419.612770027015,0.0
Risk-Penalized Greedy,NewYork_1_1024.map,1328,3131,1,0,28.017461008857936,480.0
BFS,NewYork_1_1024.map,1202,723449,1,0,4654.680006002309,3284.0
DFS,NewYork_1_1024.map,52262,721752,1,0,3902.3010760138277,30534.0
Dijkstra,NewYork_1_1024.map,1202,723051,1,0,9465.700931003084,3448.0
Greedy,NewYork_1_1024.map,1336,2825,1,0,49.40863000229001,5467.0
