Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,Milan_1_512.map,647,2158,1,0,29.54729099292308,55.0
A*,Milan_1_512.map,647,60038,1,0,496.49255999247544,1108.0
Weighted A*,Milan_1_512.map,657,974,1,0,8.735041978070512,1224.0
Chance-Constrained A*,Milan_1_512.map,0,1048577,0,0,17583.839184982935,0.0
CVaR A*,Milan_1_512.map,0,1048577,0,0,20182.925408007577,0.0
Risk-Penalized A*,Milan_1_512.map,653,56176,1,0,539.1611350059975,26.0
Risk-Penalized Dijkstra,Milan_1_512.map,653,189021,1,0,2014.0060900012031,26.0
Risk-Penalized Greedy,Milan_1_512.map,697,928,1,0,7.88360700244084,231.0
BFS,Milan_1_512.map,647,192238,1,0,882.6816569780931,1108.0
DFS,Milan_1_512.map,15941,126787,1,0,674.6053519891575,15208.0
Dijkstra,Milan_1_512.map,647,192151,1,0,1590.5377360177226,1108.0
Greedy,Milan_1_512.map,729,2996,1,0,28.94690597895533,1792.0
