Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,Boston_0_512.map,620,56763,1,0,878.464459994575,520.0
A*,Boston_0_512.map,620,56904,1,0,469.97378798550926,2089.0
Weighted A*,Boston_0_512.map,664,6108,1,0,59.97933298931457,1885.0
Chance-Constrained A*,Boston_0_512.map,0,1048577,0,0,19894.169656996382,0.0
CVaR A*,Boston_0_512.map,0,1048577,0,0,19908.66105200257,0.0
Risk-Penalized A*,Boston_0_512.map,658,72883,1,0,846.8878579733428,2.0
Risk-Penalized Dijkstra,Boston_0_512.map,658,193852,1,0,1829.892943991581,2.0
Risk-Penalized Greedy,Boston_0_512.map,768,2443,1,0,17.363371996907517,512.0
BFS,Boston_0_512.map,620,193288,1,0,806.9820509990677,2293.0
DFS,Boston_0_512.map,11902,45913,1,0,131.4404260192532,20243.0
Dijkstra,Boston_0_512.map,620,193223,1,0,1455.3444540069904,1967.0
Greedy,Boston_0_512.map,766,2079,1,0,13.323006016435102,2650.0
