Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,Berlin_1_1024.map,1273,171141,1,0,3805.9473549947143,2395.0
A*,Berlin_1_1024.map,1273,171424,1,0,1502.4885990133043,3329.0
Weighted A*,Berlin_1_1024.map,1523,84334,1,0,838.4943519777153,7339.0
Chance-Constrained A*,Berlin_1_1024.map,0,4194305,0,0,106496.81127801887,0.0
CVaR A*,Berlin_1_1024.map,0,4194305,0,0,104336.40238500084,0.0
Risk-Penalized A*,Berlin_1_1024.map,1293,184235,1,0,2076.2822850083467,11.0
Risk-Penalized Dijkstra,Berlin_1_1024.map,1293,782220,1,0,8805.913285992574,11.0
Risk-Penalized Greedy,Berlin_1_1024.map,1983,60983,1,0,446.60079100867733,1201.0
BFS,Berlin_1_1024.map,1273,776445,1,0,3854.3328099767677,2189.0
DFS,Berlin_1_1024.map,30589,764473,1,0,3624.70893500722,16164.0
Dijkstra,Berlin_1_1024.map,1273,775984,1,0,7038.075622986071,3329.0
Greedy,Berlin_1_1024.map,1979,60228,1,0,411.95959399919957,10315.0
