Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,London_0_1024.map,1191,238238,1,0,2595.3825949982274,950.0
A*,London_0_1024.map,1191,240549,1,0,2269.380192999961,3902.0
Weighted A*,London_0_1024.map,1239,20801,1,0,200.9370420128107,4157.0
Chance-Constrained A*,London_0_1024.map,0,4194305,0,0,257163.45917002764,0.0
CVaR A*,London_0_1024.map,0,4194305,0,0,376742.1915050072,0.0
Risk-Penalized A*,London_0_1024.map,1195,241229,1,0,2620.2646250021644,0.0
Risk-Penalized Dijkstra,London_0_1024.map,1195,686657,1,0,7431.827593012713,0.0
Risk-Penalized Greedy,London_0_1024.map,1419,2669,1,0,24.3046410032548,755.0
BFS,London_0_1024.map,1191,691861,1,0,3169.2794319824316,1730.0
DFS,London_0_1024.map,94733,494057,1,0,1926.7292729928158,49788.0
Dijkstra,London_0_1024.map,1191,691460,1,0,6075.183017004747,3902.0
Greedy,London_0_1024.map,1429,2433,1,0,19.835515005979687,6351.0
