Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,Paris_1_256.map,290,4387,1,0,39.04942300869152,110.0
A*,Paris_1_256.map,290,5188,1,0,30.16033599851653,860.0
Weighted A*,Paris_1_256.map,358,3141,1,0,23.451226006727666,1433.0
Chance-Constrained A*,Paris_1_256.map,0,262145,0,0,3918.855611991603,0.0
CVaR A*,Paris_1_256.map,0,262145,0,0,4436.157663993072,0.0
Risk-Penalized A*,Paris_1_256.map,314,18036,1,0,144.18771798955277,36.0
Risk-Penalized Dijkstra,Paris_1_256.map,314,42657,1,0,353.8867440074682,36.0
Risk-Penalized Greedy,Paris_1_256.map,492,1594,1,0,13.606578984763473,270.0
BFS,Paris_1_256.map,290,41669,1,0,160.98431899445131,873.0
DFS,Paris_1_256.map,3476,41887,1,0,139.33485298184678,8957.0
Dijkstra,Paris_1_256.map,290,41648,1,0,282.94906599330716,860.0
Greedy,Paris_1_256.map,524,1528,1,0,7.816645986167714,3060.0
