Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,Denver_1_512.map,552,1662,1,0,22.306180006125942,0.0
A*,Denver_1_512.map,552,56218,1,0,416.0311370214913,1951.0
Weighted A*,Denver_1_512.map,570,2371,1,0,17.961380013730377,2395.0
Chance-Constrained A*,Denver_1_512.map,0,1048577,0,0,22585.504843009403,0.0
CVaR A*,Denver_1_512.map,0,1048577,0,0,20757.152631995268,0.0
Risk-Penalized A*,Denver_1_512.map,552,53021,1,0,497.9227030125912,0.0
Risk-Penalized Dijkstra,Denver_1_512.map,552,191013,1,0,1969.3071929796133,0.0
Risk-Penalized Greedy,Denver_1_512.map,610,2602,1,0,23.356997000519186,96.0
BFS,Denver_1_512.map,552,191422,1,0,942.0411740138661,1951.0
DFS,Denver_1_512.map,34802,81246,1,0,228.78535199561156,14983.0
Dijkstra,Denver_1_512.map,552,191328,1,0,1443.3328820159659,1951.0
Greedy,Denver_1_512.map,612,2704,1,0,16.847413004143164,2632.0
