Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,Moscow_1_1024.map,1712,322839,1,0,4500.352342001861,101.0
A*,Moscow_1_1024.map,1712,323319,1,0,3138.3619559928775,3769.0
Weighted A*,Moscow_1_1024.map,1952,40803,1,0,488.2379719929304,4382.0
Chance-Constrained A*,Moscow_1_1024.map,0,4194305,0,0,79771.82704099687,0.0
CVaR A*,Moscow_1_1024.map,0,4194305,0,0,61107.98789499677,0.0
Risk-Penalized A*,Moscow_1_1024.map,1722,315813,1,0,1786.490522994427,0.0
Risk-Penalized Dijkstra,Moscow_1_1024.map,1722,761179,1,0,3967.8888919879682,0.0
Risk-Penalized Greedy,Moscow_1_1024.map,2520,9512,1,0,32.55334499408491,1226.0
BFS,Moscow_1_1024.map,1712,761555,1,0,1653.6565909918863,5246.0
DFS,Moscow_1_1024.map,76506,539453,1,0,942.438736994518,43583.0
Dijkstra,Moscow_1_1024.map,1712,761385,1,0,3204.0821500122547,3774.0
Greedy,Moscow_1_1024.map,2542,9309,1,0,28.188786993268877,11688.0
