Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,Denver_0_1024.map,1078,139591,1,0,1887.2049860074185,0.0
A*,Denver_0_1024.map,1078,147215,1,0,1409.5340110070538,2853.0
Weighted A*,Denver_0_1024.map,1096,14036,1,0,188.7584229989443,2760.0
Chance-Constrained A*,Denver_0_1024.map,0,4194305,0,0,215423.38397502317,0.0
CVaR A*,Denver_0_1024.map,0,4194305,0,0,369609.3290250283,0.0
Risk-Penalized A*,Denver_0_1024.map,1078,139591,1,0,2025.6318350147922,0.0
Risk-Penalized Dijkstra,Denver_0_1024.map,1078,720371,1,0,8067.237392999232,0.0
Risk-Penalized Greedy,Denver_0_1024.map,1524,26565,1,0,212.841444008518,74.0
BFS,Denver_0_1024.map,1078,720758,1,0,3612.0430229930207,1596.0
DFS,Denver_0_1024.map,60106,723877,1,0,3426.96756098303,21587.0
Dijkstra,Denver_0_1024.map,1078,720591,1,0,6524.367070000153,2853.0
Greedy,Denver_0_1024.map,1516,26237,1,0,190.44434401439503,3794.0
