Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,Denver_2_256.map,345,1870,1,0,20.422857982339337,0.0
A*,Denver_2_256.map,345,15254,1,0,77.99962698481977,450.0
Weighted A*,Denver_2_256.map,391,1216,1,0,6.884206988615915,1272.0
Chance-Constrained A*,Denver_2_256.map,0,262145,0,0,4359.734282974387,0.0
CVaR A*,Denver_2_256.map,0,262145,0,0,4300.268637976842,0.0
Risk-Penalized A*,Denver_2_256.map,345,11508,1,0,95.46049698838033,0.0
Risk-Penalized Dijkstra,Denver_2_256.map,345,46955,1,0,369.10546498256736,0.0
Risk-Penalized Greedy,Denver_2_256.map,429,647,1,0,6.222669995622709,978.0
BFS,Denver_2_256.map,345,47290,1,0,183.6175339994952,450.0
DFS,Denver_2_256.map,7615,17157,1,0,34.510747995227575,8457.0
Dijkstra,Denver_2_256.map,345,47255,1,0,283.7682630051859,450.0
Greedy,Denver_2_256.map,417,558,1,0,4.109116009203717,1806.0
