Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,NewYork_0_512.map,497,24764,1,0,638.7964150053449,193.0
A*,NewYork_0_512.map,497,25031,1,0,262.36926700221375,2163.0
Weighted A*,NewYork_0_512.map,517,5874,1,0,50.08150800131261,2198.0
Chance-Constrained A*,NewYork_0_512.map,0,1048577,0,0,29090.449365001405,0.0
CVaR A*,NewYork_0_512.map,0,1048577,0,0,26377.544930990553,0.0
Risk-Penalized A*,NewYork_0_512.map,507,35135,1,0,356.36970700579695,1.0
Risk-Penalized Dijkstra,NewYork_0_512.map,507,185308,1,0,2329.3530710216146,1.0
Risk-Penalized Greedy,NewYork_0_512.map,661,1200,1,0,13.88467600918375,521.0
BFS,NewYork_0_512.map,497,184039,1,0,802.7634180034511,2163.0
DFS,NewYork_0_512.map,15049,73607,1,0,231.6728769801557,10887.0
Dijkstra,NewYork_0_512.map,497,183838,1,0,1545.4489669937175,2163.0
Greedy,NewYork_0_512.map,669,1132,1,0,8.539946022210643,2591.0
