Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,London_1_256.map,316,13539,1,0,153.68269197642803,511.0
A*,London_1_256.map,316,13551,1,0,170.06424299324863,1259.0
Weighted A*,London_1_256.map,324,8578,1,0,69.85623599030077,1303.0
Chance-Constrained A*,London_1_256.map,0,262145,0,0,4924.632169975666,0.0
CVaR A*,London_1_256.map,0,262145,0,0,4234.012733999407,0.0
Risk-Penalized A*,London_1_256.map,336,22593,1,0,179.5127630175557,51.0
Risk-Penalized Dijkstra,London_1_256.map,336,44710,1,0,333.1262540013995,51.0
Risk-Penalized Greedy,London_1_256.map,400,1466,1,0,8.978203986771405,463.0
BFS,London_1_256.map,316,42633,1,0,143.36139798979275,1600.0
DFS,London_1_256.map,3846,18613,1,0,48.59733799821697,10916.0
Dijkstra,London_1_256.map,316,42613,1,0,251.44154200097546,1213.0
Greedy,London_1_256.map,406,1427,1,0,7.8979129903018475,1668.0
