Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,Boston_2_512.map,468,18973,1,0,168.60471799736843,0.0
A*,Boston_2_512.map,468,21549,1,0,158.4196039766539,1391.0
Weighted A*,Boston_2_512.map,566,6048,1,0,52.90032899938524,2399.0
Chance-Constrained A*,Boston_2_512.map,0,1048577,0,0,18804.459142993437,0.0
CVaR A*,Boston_2_512.map,0,1048577,0,0,21597.552367980825,0.0
Risk-Penalized A*,Boston_2_512.map,468,19093,1,0,186.99838098837063,0.0
Risk-Penalized Dijkstra,Boston_2_512.map,468,184409,1,0,1975.5421729933005,0.0
Risk-Penalized Greedy,Boston_2_512.map,676,2317,1,0,18.25672699487768,139.0
BFS,Boston_2_512.map,468,184934,1,0,810.3278649796266,829.0
DFS,Boston_2_512.map,12766,177010,1,0,850.8871179947164,14273.0
Dijkstra,Boston_2_512.map,468,184817,1,0,1716.087434993824,1391.0
Greedy,Boston_2_512.map,662,2100,1,0,15.921324986265972,3461.0
