Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,Milan_2_512.map,560,14062,1,0,184.94979297975078,0.0
A*,Milan_2_512.map,560,49686,1,0,375.6945620116312,1868.0
Weighted A*,Milan_2_512.map,628,4221,1,0,34.59199299686588,2130.0
Chance-Constrained A*,Milan_2_512.map,0,1048577,0,0,16997.44056898635,0.0
CVaR A*,Milan_2_512.map,0,1048577,0,0,19462.381078017643,0.0
Risk-Penalized A*,Milan_2_512.map,560,41976,1,0,411.3345700025093,0.0
Risk-Penalized Dijkstra,Milan_2_512.map,560,188998,1,0,1699.4472139922436,0.0
Risk-Penalized Greedy,Milan_2_512.map,652,968,1,0,7.557620003353804,528.0
BFS,Milan_2_512.map,560,190530,1,0,747.4776220042259,1868.0
DFS,Milan_2_512.map,17144,92993,1,0,310.2443710085936,9653.0
Dijkstra,Milan_2_512.map,560,190460,1,0,1393.6998179997317,1868.0
Greedy,Milan_2_512.map,658,889,1,0,6.566931988345459,1987.0
