Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,Berlin_2_512.map,714,96925,1,0,1375.8132660004776,526.0
A*,Berlin_2_512.map,714,97069,1,0,818.9176779997069,3251.0
Weighted A*,Berlin_2_512.map,746,36658,1,0,334.48188100010157,3001.0
Chance-Constrained A*,Berlin_2_512.map,0,1048577,0,0,24763.20800400572,0.0
CVaR A*,Berlin_2_512.map,0,1048577,0,0,26914.71067199018,0.0
Risk-Penalized A*,Berlin_2_512.map,718,97250,1,0,1222.618339001201,2.0
Risk-Penalized Dijkstra,Berlin_2_512.map,718,180985,1,0,1674.28911398747,2.0
Risk-Penalized Greedy,Berlin_2_512.map,934,4480,1,0,74.26641200436279,415.0
BFS,Berlin_2_512.map,714,181513,1,0,859.7829600039404,2015.0
DFS,Berlin_2_512.map,10306,167657,1,0,680.7478730042931,10582.0
Dijkstra,Berlin_2_512.map,714,181283,1,0,1450.5832830036525,3251.0
Greedy,Berlin_2_512.map,924,4220,1,0,25.17659799195826,2882.0
