Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,Shanghai_1_1024.map,1041,72018,1,0,720.3233370091766,0.0
A*,Shanghai_1_1024.map,1041,79330,1,0,673.7133019778412,2110.0
Weighted A*,Shanghai_1_1024.map,1093,3034,1,0,30.873430980136618,2891.0
Chance-Constrained A*,Shanghai_1_1024.map,0,4194305,0,0,163021.87675598543,0.0
CVaR A*,Shanghai_1_1024.map,0,4194305,0,0,123452.96921100817,0.0
Risk-Penalized A*,Shanghai_1_1024.map,1041,72018,1,0,735.2547220070846,0.0
Risk-Penalized Dijkstra,Shanghai_1_1024.map,1041,747074,1,0,8181.211455987068,0.0
Risk-Penalized Greedy,Shanghai_1_1024.map,1209,3249,1,0,28.434862004360184,210.0
BFS,Shanghai_1_1024.map,1041,747284,1,0,3625.109214015538,4354.0
DFS,Shanghai_1_1024.map,139917,535526,1,0,2219.656348985154,58787.0
Dijkstra,Shanghai_1_1024.map,1041,747272,1,0,7891.111648001242,2110.0
Greedy,Shanghai_1_1024.map,1209,3173,1,0,25.486373022431508,4779.0
