Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,Berlin_0_1024.map,1377,225689,1,0,5012.885759002529,676.0
A*,Berlin_0_1024.map,1377,225936,1,0,2156.9745609886013,1766.0
Weighted A*,Berlin_0_1024.map,1429,11915,1,0,100.46220899675973,2665.0
Chance-Constrained A*,Berlin_0_1024.map,0,4194305,0,0,119420.7250670006,0.0
CVaR A*,Berlin_0_1024.map,0,4194305,0,0,183830.44436498312,0.0
Risk-Penalized A*,Berlin_0_1024.map,1381,227225,1,0,2603.686733986251,0.0
Risk-Penalized Dijkstra,Berlin_0_1024.map,1381,697514,1,0,7526.919191004708,0.0
Risk-Penalized Greedy,Berlin_0_1024.map,1431,2136,1,0,21.629384020343423,263.0
BFS,Berlin_0_1024.map,1377,697595,1,0,3673.976659978507,2197.0
DFS,Berlin_0_1024.map,81863,479100,1,0,2001.4324799994938,28602.0
Dijkstra,Berlin_0_1024.map,1377,697039,1,0,6201.135176001117,1443.0
Greedy,Berlin_0_1024.map,1429,1951,1,0,19.462158001260832,2665.0
