Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,Moscow_2_1024.map,981,60443,1,0,1481.608097004937,0.0
A*,Moscow_2_1024.map,981,74014,1,0,1000.375438015908,2388.0
Weighted A*,Moscow_2_1024.map,1129,3706,1,0,82.12979498784989,4623.0
Chance-Constrained A*,Moscow_2_1024.map,0,4194305,0,0,131550.2039459825,0.0
CVaR A*,Moscow_2_1024.map,0,4194305,0,0,118671.77198300487,0.0
Risk-Penalized A*,Moscow_2_1024.map,981,60443,1,0,553.2730680133682,0.0
Risk-Penalized Dijkstra,Moscow_2_1024.map,981,684916,1,0,7483.232126018265,0.0
Risk-Penalized Greedy,Moscow_2_1024.map,1197,1683,1,0,16.40633898205124,457.0
BFS,Moscow_2_1024.map,981,691601,1,0,3871.361923025688,2944.0
DFS,Moscow_2_1024.map,113355,596120,1,0,2956.5555570006836,59847.0
Dijkstra,Moscow_2_1024.map,981,691334,1,0,6570.079047000036,2388.0
Greedy,Moscow_2_1024.map,1193,1597,1,0,13.032813993049785,5947.0
