Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,NewYork_2_512.map,638,24653,1,0,503.3139240113087,75.0
A*,NewYork_2_512.map,638,29886,1,0,234.77467100019567,2175.0
Weighted A*,NewYork_2_512.map,654,2093,1,0,17.4709839920979,2195.0
Chance-Constrained A*,NewYork_2_512.map,0,1048577,0,0,20815.842218027683,0.0
CVaR A*,NewYork_2_512.map,0,1048577,0,0,19929.00847402052,0.0
Risk-Penalized A*,NewYork_2_512.map,646,31582,1,0,255.44848400750197,0.0
Risk-Penalized Dijkstra,NewYork_2_512.map,646,188584,1,0,1770.4252200201154,0.0
Risk-Penalized Greedy,NewYork_2_512.map,742,742,1,0,7.695367006817833,409.0
BFS,NewYork_2_512.map,638,188108,1,0,859.1508220124524,2175.0
DFS,NewYork_2_512.map,22558,73626,1,0,218.3663460018579,15550.0
Dijkstra,NewYork_2_512.map,638,188010,1,0,1487.5322860025335,2175.0
Greedy,NewYork_2_512.map,736,736,1,0,7.669846003409475,1750.0
