Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,Berlin_2_256.map,455,1347,1,0,10.370509000495076,400.0
A*,Berlin_2_256.map,455,15485,1,0,99.01276099844836,2254.0
Weighted A*,Berlin_2_256.map,455,1201,1,0,7.549294998170808,2243.0
Chance-Constrained A*,Berlin_2_256.map,0,262145,0,0,3711.122117994819,0.0
CVaR A*,Berlin_2_256.map,0,262145,0,0,4017.046182998456,0.0
Risk-Penalized A*,Berlin_2_256.map,459,10880,1,0,83.84154000668786,0.0
Risk-Penalized Dijkstra,Berlin_2_256.map,459,39618,1,0,285.2049490029458,0.0
Risk-Penalized Greedy,Berlin_2_256.map,469,1009,1,0,6.4574049902148545,192.0
BFS,Berlin_2_256.map,455,42831,1,0,143.63420600420795,2078.0
DFS,Berlin_2_256.map,3393,13937,1,0,34.78636100771837,6932.0
Dijkstra,Berlin_2_256.map,455,42733,1,0,254.65398200321943,2254.0
Greedy,Berlin_2_256.map,477,1010,1,0,5.729600990889594,2550.0
