Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,Boston_0_256.map,416,1404,1,0,15.662671998143196,107.0
A*,Boston_0_256.map,416,7543,1,0,49.12039899500087,1988.0
Weighted A*,Boston_0_256.map,438,991,1,0,7.402891002129763,2006.0
Chance-Constrained A*,Boston_0_256.map,0,262145,0,0,3920.0307530118152,0.0
CVaR A*,Boston_0_256.map,0,262145,0,0,4340.867834020173,0.0
Risk-Penalized A*,Boston_0_256.map,424,3955,1,0,28.345532016828656,11.0
Risk-Penalized Dijkstra,Boston_0_256.map,424,38142,1,0,319.21262899413705,11.0
Risk-Penalized Greedy,Boston_0_256.map,542,692,1,0,8.290130994282663,640.0
BFS,Boston_0_256.map,416,45944,1,0,166.97152602137066,1999.0
DFS,Boston_0_256.map,3842,18065,1,0,57.207164994906634,12640.0
Dijkstra,Boston_0_256.map,416,45881,1,0,332.07530199433677,1988.0
Greedy,Boston_0_256.map,554,661,1,0,4.523787007201463,2936.0
