Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,Boston_2_256.map,289,11854,1,0,153.19397900020704,13.0
A*,Boston_2_256.map,289,12246,1,0,78.9654039836023,485.0
Weighted A*,Boston_2_256.map,303,433,1,0,4.161570017458871,503.0
Chance-Constrained A*,Boston_2_256.map,0,262145,0,0,4198.809288005577,0.0
CVaR A*,Boston_2_256.map,0,262145,0,0,4851.563842996256,0.0
Risk-Penalized A*,Boston_2_256.map,289,13412,1,0,115.38156200549565,13.0
Risk-Penalized Dijkstra,Boston_2_256.map,289,45815,1,0,377.18823400791734,13.0
Risk-Penalized Greedy,Boston_2_256.map,305,324,1,0,3.285165992565453,88.0
BFS,Boston_2_256.map,289,45464,1,0,174.70422200858593,485.0
DFS,Boston_2_256.map,2571,6198,1,0,13.668739004060626,4746.0
Dijkstra,Boston_2_256.map,289,45401,1,0,296.5035719971638,485.0
Greedy,Boston_2_256.map,303,309,1,0,2.271609992021695,503.0
