Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,Denver_2_512.map,587,1892,1,0,25.658690981799737,320.0
A*,Denver_2_512.map,587,39347,1,0,293.4381590166595,2066.0
Weighted A*,Denver_2_512.map,625,2156,1,0,17.276887025218457,1824.0
Chance-Constrained A*,Denver_2_512.map,0,1048577,0,0,21029.550645995187,0.0
CVaR A*,Denver_2_512.map,0,1048577,0,0,23040.916341997217,0.0
Risk-Penalized A*,Denver_2_512.map,591,35351,1,0,340.014336979948,0.0
Risk-Penalized Dijkstra,Denver_2_512.map,591,189775,1,0,1761.2562580034137,0.0
Risk-Penalized Greedy,Denver_2_512.map,635,905,1,0,8.9465850032866,56.0
BFS,Denver_2_512.map,587,190180,1,0,947.4093349999748,2066.0
DFS,Denver_2_512.map,32899,68867,1,0,215.90061197639443,17780.0
Dijkstra,Denver_2_512.map,587,190040,1,0,1766.6359249851666,2066.0
Greedy,Denver_2_512.map,631,897,1,0,16.592795989708975,1903.0
