Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,London_0_512.map,95,635,1,0,4.863156995270401,126.0
A*,London_0_512.map,95,651,1,0,3.796203003730625,303.0
Weighted A*,London_0_512.map,95,267,1,0,2.0547239982988685,303.0
Chance-Constrained A*,London_0_512.map,95,100833,1,0,1393.5860950150527,59.0
CVaR A*,London_0_512.map,95,100833,1,0,2295.688116020756,59.0
Risk-Penalized A*,London_0_512.map,99,936,1,0,11.951865977607667,4.0
Risk-Penalized Dijkstra,London_0_512.map,99,3934,1,0,42.45426499983296,4.0
Risk-Penalized Greedy,London_0_512.map,97,133,1,0,1.0062970104627311,50.0
BFS,London_0_512.map,95,3860,1,0,13.189129997044802,156.0
DFS,London_0_512.map,439,4380,1,0,18.65551099763252,805.0
Dijkstra,London_0_512.map,95,3754,1,0,23.258791014086455,303.0
Greedy,London_0_512.map,95,118,1,0,0.8315020240843296,303.0
