Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,London_2_512.map,575,41038,1,0,423.6850460001733,337.0
A*,London_2_512.map,575,42942,1,0,327.0091180165764,1914.0
Weighted A*,London_2_512.map,617,8779,1,0,83.83831000537612,2105.0
Chance-Constrained A*,London_2_512.map,0,1048577,0,0,18663.44815501361,0.0
CVaR A*,London_2_512.map,0,1048577,0,0,18908.96668098867,0.0
Risk-Penalized A*,London_2_512.map,575,42780,1,0,370.85456697968766,25.0
Risk-Penalized Dijkstra,London_2_512.map,575,177813,1,0,1604.246647999389,25.0
Risk-Penalized Greedy,London_2_512.map,693,2635,1,0,8.795242989435792,349.0
BFS,London_2_512.map,575,182723,1,0,436.6153760056477,2031.0
DFS,London_2_512.map,15083,103304,1,0,278.9099490037188,28716.0
Dijkstra,London_2_512.map,575,182576,1,0,1232.6917909958865,1739.0
Greedy,London_2_512.map,689,2468,1,0,12.707382993539795,2985.0
