Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,Denver_0_512.map,553,553,1,0,10.993820993462577,0.0
A*,Denver_0_512.map,553,25506,1,0,168.16997999558225,652.0
Weighted A*,Denver_0_512.map,553,554,1,0,6.582903995877132,652.0
Chance-Constrained A*,Denver_0_512.map,0,1048577,0,0,32157.048494991614,0.0
CVaR A*,Denver_0_512.map,0,1048577,0,0,25892.539188003866,0.0
Risk-Penalized A*,Denver_0_512.map,553,22435,1,0,257.7978959889151,0.0
Risk-Penalized Dijkstra,Denver_0_512.map,553,163721,1,0,1756.319969019387,0.0
Risk-Penalized Greedy,Denver_0_512.map,553,553,1,0,7.076934009091929,0.0
BFS,Denver_0_512.map,553,164739,1,0,722.5941630022135,652.0
DFS,Denver_0_512.map,36977,83584,1,0,223.11794900451787,17748.0
Dijkstra,Denver_0_512.map,553,164424,1,0,1215.327033016365,652.0
Greedy,Denver_0_512.map,553,554,1,0,10.671006981283426,652.0
