Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,Denver_1_256.map,278,319,1,0,4.16288900305517,0.0
A*,Denver_1_256.map,278,13058,1,0,84.04264601995237,1156.0
Weighted A*,Denver_1_256.map,280,375,1,0,2.8797950071748346,1219.0
Chance-Constrained A*,Denver_1_256.map,0,262145,0,0,4014.674381003715,0.0
CVaR A*,Denver_1_256.map,0,262145,0,0,4292.060177976964,0.0
Risk-Penalized A*,Denver_1_256.map,278,12140,1,0,94.94856800301932,0.0
Risk-Penalized Dijkstra,Denver_1_256.map,278,44897,1,0,326.8228329834528,0.0
Risk-Penalized Greedy,Denver_1_256.map,292,307,1,0,2.50254399725236,85.0
BFS,Denver_1_256.map,278,45116,1,0,154.07132901600562,1156.0
DFS,Denver_1_256.map,7440,41791,1,0,128.93836598959751,3961.0
Dijkstra,Denver_1_256.map,278,45049,1,0,264.2259150161408,1156.0
Greedy,Denver_1_256.map,280,283,1,0,2.1541750174947083,541.0
