Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,London_2_1024.map,1078,93190,1,0,3474.051526020048,937.0
A*,London_2_1024.map,1078,93840,1,0,1170.8356619928963,4635.0
Weighted A*,London_2_1024.map,1110,22113,1,0,340.93789698090404,5043.0
Chance-Constrained A*,London_2_1024.map,0,4194305,0,0,167418.90379600227,0.0
CVaR A*,London_2_1024.map,0,4194305,0,0,117474.19862099923,0.0
Risk-Penalized A*,London_2_1024.map,1152,200488,1,0,2344.3192609993275,10.0
Risk-Penalized Dijkstra,London_2_1024.map,1152,752816,1,0,8749.77929200395,10.0
Risk-Penalized Greedy,London_2_1024.map,1324,4190,1,0,34.01139201014303,959.0
BFS,London_2_1024.map,1078,727206,1,0,3488.116747001186,3996.0
DFS,London_2_1024.map,24422,148132,1,0,595.1487790152896,23957.0
Dijkstra,London_2_1024.map,1078,726791,1,0,6739.530533988727,4635.0
Greedy,London_2_1024.map,1316,3961,1,0,30.38913500495255,7010.0
