Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,Denver_0_256.map,430,27115,1,0,238.81136701675132,5.0
A*,Denver_0_256.map,430,31729,1,0,211.75483200931922,1064.0
Weighted A*,Denver_0_256.map,472,5341,1,0,38.34570001345128,1713.0
Chance-Constrained A*,Denver_0_256.map,0,262145,0,0,4083.374766021734,0.0
CVaR A*,Denver_0_256.map,0,262145,0,0,4685.457376006525,0.0
Risk-Penalized A*,Denver_0_256.map,430,26866,1,0,229.37173501122743,5.0
Risk-Penalized Dijkstra,Denver_0_256.map,430,47996,1,0,366.0403829999268,5.0
Risk-Penalized Greedy,Denver_0_256.map,580,2154,1,0,15.987722988938913,125.0
BFS,Denver_0_256.map,430,48124,1,0,208.89225401333533,1941.0
DFS,Denver_0_256.map,11890,44076,1,0,213.99069202016108,12035.0
Dijkstra,Denver_0_256.map,430,48122,1,0,333.04515399504453,1064.0
Greedy,Denver_0_256.map,576,2118,1,0,13.10887499130331,2083.0
