Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,NewYork_1_256.map,295,2632,1,0,31.33212201646529,0.0
A*,NewYork_1_256.map,295,8473,1,0,46.86837299959734,1326.0
Weighted A*,NewYork_1_256.map,329,3024,1,0,24.851521011441946,1015.0
Chance-Constrained A*,NewYork_1_256.map,0,262145,0,0,3696.6704999795184,0.0
CVaR A*,NewYork_1_256.map,0,262145,0,0,3901.7478360037785,0.0
Risk-Penalized A*,NewYork_1_256.map,295,4754,1,0,38.75479500857182,0.0
Risk-Penalized Dijkstra,NewYork_1_256.map,295,44061,1,0,366.07750700204633,0.0
Risk-Penalized Greedy,NewYork_1_256.map,407,894,1,0,6.11541498801671,213.0
BFS,NewYork_1_256.map,295,45130,1,0,164.4797039916739,1326.0
DFS,NewYork_1_256.map,2653,27292,1,0,89.90130599704571,5499.0
Dijkstra,NewYork_1_256.map,295,45029,1,0,294.7517270222306,1326.0
Greedy,NewYork_1_256.map,407,745,1,0,4.610269999830052,1422.0
