Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,Sydney_0_256.map,304,11167,1,0,310.18081100774,0.0
A*,Sydney_0_256.map,304,13497,1,0,243.39697998948395,1194.0
Weighted A*,Sydney_0_256.map,314,349,1,0,5.962928989902139,1407.0
Chance-Constrained A*,Sydney_0_256.map,0,262145,0,0,13308.49518798641,0.0
CVaR A*,Sydney_0_256.map,0,262145,0,0,5273.164034006186,0.0
Risk-Penalized A*,Sydney_0_256.map,304,11250,1,0,389.94425698183477,0.0
Risk-Penalized Dijkstra,Sydney_0_256.map,304,44321,1,0,418.41014800593257,0.0
Risk-Penalized Greedy,Sydney_0_256.map,320,320,1,0,2.9456960037350655,74.0
BFS,Sydney_0_256.map,304,44966,1,0,209.4251560047269,791.0
DFS,Sydney_0_256.map,4672,47668,1,0,178.46291200839914,6647.0
Dijkstra,Sydney_0_256.map,304,44851,1,0,604.4212060223799,1194.0
Greedy,Sydney_0_256.map,324,327,1,0,6.724072998622432,1544.0
