Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,Shanghai_2_1024.map,1136,114064,1,0,1080.636129976483,0.0
A*,Shanghai_2_1024.map,1136,119219,1,0,943.7130000151228,3427.0
Weighted A*,Shanghai_2_1024.map,1264,4880,1,0,41.172442986862734,2760.0
Chance-Constrained A*,Shanghai_2_1024.map,0,4194305,0,0,87327.92738600983,0.0
CVaR A*,Shanghai_2_1024.map,0,4194305,0,0,76288.75102702295,0.0
Risk-Penalized A*,Shanghai_2_1024.map,1136,114082,1,0,543.3041130017955,0.0
Risk-Penalized Dijkstra,Shanghai_2_1024.map,1136,674207,1,0,3740.025962004438,0.0
Risk-Penalized Greedy,Shanghai_2_1024.map,1270,1404,1,0,6.911444012075663,268.0
BFS,Shanghai_2_1024.map,1136,680548,1,0,1611.2037920102011,2879.0
DFS,Shanghai_2_1024.map,120314,740775,1,0,1589.845026988769,57984.0
Dijkstra,Shanghai_2_1024.map,1136,680336,1,0,3170.0924829929136,3427.0
Greedy,Shanghai_2_1024.map,1264,1362,1,0,6.3674700213596225,2760.0
