Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,Milan_1_256.map,315,773,1,0,10.717609984567389,8.0
A*,Milan_1_256.map,315,17999,1,0,126.52990900096484,454.0
Weighted A*,Milan_1_256.map,323,348,1,0,3.1197800126392394,618.0
Chance-Constrained A*,Milan_1_256.map,0,262145,0,0,4066.0851020074915,0.0
CVaR A*,Milan_1_256.map,0,262145,0,0,4665.213505009888,0.0
Risk-Penalized A*,Milan_1_256.map,315,12986,1,0,124.88766902242787,8.0
Risk-Penalized Dijkstra,Milan_1_256.map,315,42964,1,0,551.8491700058803,8.0
Risk-Penalized Greedy,Milan_1_256.map,329,333,1,0,10.409257025457919,181.0
BFS,Milan_1_256.map,315,44270,1,0,315.55832500453107,454.0
DFS,Milan_1_256.map,1907,19380,1,0,59.35020500328392,4039.0
Dijkstra,Milan_1_256.map,315,44186,1,0,273.40479000122286,454.0
Greedy,Milan_1_256.map,323,325,1,0,2.4918109993450344,618.0
