Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,Boston_0_1024.map,1658,190974,1,0,4140.586277993862,2041.0
A*,Boston_0_1024.map,1658,199241,1,0,1765.5139099806547,6143.0
Weighted A*,Boston_0_1024.map,1730,39910,1,0,331.04583399835974,6247.0
Chance-Constrained A*,Boston_0_1024.map,0,4194305,0,0,112762.55684500211,0.0
CVaR A*,Boston_0_1024.map,0,4194305,0,0,111943.78705500276,0.0
Risk-Penalized A*,Boston_0_1024.map,1682,213843,1,0,2569.583906995831,0.0
Risk-Penalized Dijkstra,Boston_0_1024.map,1682,790623,1,0,8571.713715005899,0.0
Risk-Penalized Greedy,Boston_0_1024.map,2236,14359,1,0,110.0224549882114,2151.0
BFS,Boston_0_1024.map,1658,790001,1,0,3600.2966339874547,5372.0
DFS,Boston_0_1024.map,48694,371789,1,0,1553.3357259992044,43820.0
Dijkstra,Boston_0_1024.map,1658,789898,1,0,6942.58154698764,6143.0
Greedy,Boston_0_1024.map,2284,13795,1,0,97.557126020547,11766.0
