Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,Boston_2_1024.map,1836,38106,1,0,1866.2205959844869,0.0
A*,Boston_2_1024.map,1836,459730,1,0,11545.062480989145,8315.0
Weighted A*,Boston_2_1024.map,2014,46484,1,0,664.217571989866,6547.0
Chance-Constrained A*,Boston_2_1024.map,0,4194305,0,0,123483.53215699899,0.0
CVaR A*,Boston_2_1024.map,0,4194305,0,0,117802.56367000402,0.0
Risk-Penalized A*,Boston_2_1024.map,1836,409879,1,0,4644.959558005212,0.0
Risk-Penalized Dijkstra,Boston_2_1024.map,1836,790545,1,0,8455.924343987135,0.0
Risk-Penalized Greedy,Boston_2_1024.map,2282,19543,1,0,147.68541199737228,846.0
BFS,Boston_2_1024.map,1836,790599,1,0,3891.640850022668,8315.0
DFS,Boston_2_1024.map,71526,375371,1,0,1625.0349520123564,23396.0
Dijkstra,Boston_2_1024.map,1836,790575,1,0,7023.63428400713,8315.0
Greedy,Boston_2_1024.map,2308,19068,1,0,126.92582298768684,8650.0
