Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,Milan_2_256.map,393,23891,1,0,202.70975399762392,241.0
A*,Milan_2_256.map,393,24053,1,0,157.12149199680425,1870.0
Weighted A*,Milan_2_256.map,403,3175,1,0,28.636526985792443,1837.0
Chance-Constrained A*,Milan_2_256.map,0,262145,0,0,3684.6582569996826,0.0
CVaR A*,Milan_2_256.map,0,262145,0,0,4368.389226990985,0.0
Risk-Penalized A*,Milan_2_256.map,397,27708,1,0,239.38056800398044,44.0
Risk-Penalized Dijkstra,Milan_2_256.map,397,46600,1,0,354.01467999326997,44.0
Risk-Penalized Greedy,Milan_2_256.map,465,1236,1,0,7.60815799003467,370.0
BFS,Milan_2_256.map,393,46673,1,0,149.65871500317007,1120.0
DFS,Milan_2_256.map,7419,30083,1,0,74.94755199877545,15209.0
Dijkstra,Milan_2_256.map,393,46652,1,0,256.0040120151825,1867.0
Greedy,Milan_2_256.map,463,1156,1,0,6.287338008405641,2210.0
