Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,Paris_0_1024.map,1731,70399,1,0,1221.448002004763,0.0
A*,Paris_0_1024.map,1731,311516,1,0,2812.2306980076246,3152.0
Weighted A*,Paris_0_1024.map,1965,51765,1,0,565.1374320150353,4266.0
Chance-Constrained A*,Paris_0_1024.map,0,4194305,0,0,84151.29833901301,0.0
CVaR A*,Paris_0_1024.map,0,4194305,0,0,56370.11071800953,0.0
Risk-Penalized A*,Paris_0_1024.map,1731,284132,1,0,1201.9174710148945,0.0
Risk-Penalized Dijkstra,Paris_0_1024.map,1731,791235,1,0,3435.6333870091476,0.0
Risk-Penalized Greedy,Paris_0_1024.map,2209,15372,1,0,50.21047199261375,564.0
BFS,Paris_0_1024.map,1731,791524,1,0,1514.1013370011933,3152.0
DFS,Paris_0_1024.map,66029,163275,1,0,187.38896999275312,22773.0
Dijkstra,Paris_0_1024.map,1731,791477,1,0,2897.961740993196,3152.0
Greedy,Paris_0_1024.map,2211,15130,1,0,43.384673015680164,6901.0
