Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,Moscow_1_512.map,690,3098,1,0,42.04611000022851,0.0
A*,Moscow_1_512.map,690,43989,1,0,326.50239299982786,3283.0
Weighted A*,Moscow_1_512.map,698,7167,1,0,67.39344698144123,3364.0
Chance-Constrained A*,Moscow_1_512.map,0,1048577,0,0,22889.547958009643,0.0
CVaR A*,Moscow_1_512.map,0,1048577,0,0,19760.791445005452,0.0
Risk-Penalized A*,Moscow_1_512.map,690,36845,1,0,344.3567889917176,0.0
Risk-Penalized Dijkstra,Moscow_1_512.map,690,190637,1,0,1826.8677719752304,0.0
Risk-Penalized Greedy,Moscow_1_512.map,1006,7185,1,0,55.084571009501815,903.0
BFS,Moscow_1_512.map,690,195899,1,0,815.5639979813714,3283.0
DFS,Moscow_1_512.map,14040,95007,1,0,345.1592019991949,10741.0
Dijkstra,Moscow_1_512.map,690,195870,1,0,1435.2844370005187,3283.0
Greedy,Moscow_1_512.map,994,6901,1,0,46.316760999616235,4671.0
