Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,Milan_2_1024.map,1233,183987,1,0,2446.0365179984365,0.0
A*,Milan_2_1024.map,1233,203472,1,0,2366.6982159775216,2261.0
Weighted A*,Milan_2_1024.map,1327,45575,1,0,671.3988439878449,2121.0
Chance-Constrained A*,Milan_2_1024.map,0,4194305,0,0,240227.77037098422,0.0
CVaR A*,Milan_2_1024.map,0,4194305,0,0,385743.7855809985,0.0
Risk-Penalized A*,Milan_2_1024.map,1233,184293,1,0,2100.105588993756,0.0
Risk-Penalized Dijkstra,Milan_2_1024.map,1233,735340,1,0,8222.76183500071,0.0
Risk-Penalized Greedy,Milan_2_1024.map,1829,32297,1,0,232.02823399333283,477.0
BFS,Milan_2_1024.map,1233,736368,1,0,3488.3484239981044,2097.0
DFS,Milan_2_1024.map,81859,537134,1,0,2198.4080340189394,36589.0
Dijkstra,Milan_2_1024.map,1233,736162,1,0,6735.359406011412,2261.0
Greedy,Milan_2_1024.map,1853,31679,1,0,216.88435800024308,6678.0
