Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,Boston_1_1024.map,868,114835,1,0,1482.138665014645,0.0
A*,Boston_1_1024.map,868,121658,1,0,1121.2542820139788,3168.0
Weighted A*,Boston_1_1024.map,902,1074,1,0,12.74665497476235,3781.0
Chance-Constrained A*,Boston_1_1024.map,0,4194305,0,0,150286.07669801568,0.0
CVaR A*,Boston_1_1024.map,0,4194305,0,0,207102.74110801402,0.0
Risk-Penalized A*,Boston_1_1024.map,868,115062,1,0,2962.437592999777,0.0
Risk-Penalized Dijkstra,Boston_1_1024.map,868,731095,1,0,15516.807381995022,0.0
Risk-Penalized Greedy,Boston_1_1024.map,908,908,1,0,34.11248899647035,148.0
BFS,Boston_1_1024.map,868,732119,1,0,6066.857669997262,2425.0
DFS,Boston_1_1024.map,71444,648868,1,0,4284.802276000846,26840.0
Dijkstra,Boston_1_1024.map,868,732069,1,0,13735.738857998513,3168.0
Greedy,Boston_1_1024.map,908,908,1,0,90.54019398172386,3886.0
