Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,Paris_2_256.map,432,27977,1,0,275.6992919894401,1150.0
A*,Paris_2_256.map,432,28481,1,0,212.3619019985199,1919.0
Weighted A*,Paris_2_256.map,438,24438,1,0,200.40457500726916,1862.0
Chance-Constrained A*,Paris_2_256.map,0,262145,0,0,4609.139398002299,0.0
CVaR A*,Paris_2_256.map,0,262145,0,0,4315.422660991317,0.0
Risk-Penalized A*,Paris_2_256.map,502,35138,1,0,300.30528802308254,40.0
Risk-Penalized Dijkstra,Paris_2_256.map,502,45789,1,0,339.8581049987115,40.0
Risk-Penalized Greedy,Paris_2_256.map,614,11774,1,0,67.11472797906026,563.0
BFS,Paris_2_256.map,432,46135,1,0,157.367598003475,1965.0
DFS,Paris_2_256.map,5478,22633,1,0,56.59331101924181,9464.0
Dijkstra,Paris_2_256.map,432,46084,1,0,268.11879099113867,1919.0
Greedy,Paris_2_256.map,598,11450,1,0,62.95808401773684,2837.0
