Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,Sydney_1_1024.map,812,38445,1,0,410.39089698460884,342.0
A*,Sydney_1_1024.map,812,39134,1,0,310.5043179821223,1839.0
Weighted A*,Sydney_1_1024.map,946,13486,1,0,118.11529801343568,3371.0
Chance-Constrained A*,Sydney_1_1024.map,0,4194305,0,0,114340.89665699867,0.0
CVaR A*,Sydney_1_1024.map,0,4194305,0,0,118570.57458302006,0.0
Risk-Penalized A*,Sydney_1_1024.map,816,40671,1,0,586.7721539980266,5.0
Risk-Penalized Dijkstra,Sydney_1_1024.map,816,664590,1,0,10406.182740989607,5.0
Risk-Penalized Greedy,Sydney_1_1024.map,1148,4269,1,0,35.02991099958308,397.0
BFS,Sydney_1_1024.map,812,661698,1,0,6558.462090993999,1153.0
DFS,Sydney_1_1024.map,101284,651908,1,0,4690.169743000297,46690.0
Dijkstra,Sydney_1_1024.map,812,661696,1,0,10912.55632499815,1542.0
Greedy,Sydney_1_1024.map,1130,4001,1,0,68.18366100196727,6410.0
