Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,Sydney_2_1024.map,1431,75071,1,0,1405.6207640096545,0.0
A*,Sydney_2_1024.map,1431,341918,1,0,3338.2690800062846,1922.0
Weighted A*,Sydney_2_1024.map,1605,77982,1,0,915.0411000009626,2730.0
Chance-Constrained A*,Sydney_2_1024.map,0,4194305,0,0,101359.93742701248,0.0
CVaR A*,Sydney_2_1024.map,0,4194305,0,0,132422.13564601843,0.0
Risk-Penalized A*,Sydney_2_1024.map,1431,332762,1,0,3702.494837983977,0.0
Risk-Penalized Dijkstra,Sydney_2_1024.map,1431,790134,1,0,8673.544508987106,0.0
Risk-Penalized Greedy,Sydney_2_1024.map,2261,52559,1,0,388.1693889852613,385.0
BFS,Sydney_2_1024.map,1431,790258,1,0,4031.0211819887627,1922.0
DFS,Sydney_2_1024.map,80571,336719,1,0,1363.8187140168156,11235.0
Dijkstra,Sydney_2_1024.map,1431,790191,1,0,7279.34803799144,1922.0
Greedy,Sydney_2_1024.map,2259,51866,1,0,352.242678985931,6572.0
