Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,Sydney_2_512.map,591,3956,1,0,85.64511497388594,0.0
A*,Sydney_2_512.map,591,44672,1,0,422.5224209949374,1382.0
Weighted A*,Sydney_2_512.map,603,6210,1,0,55.720825999742374,1454.0
Chance-Constrained A*,Sydney_2_512.map,0,1048577,0,0,27271.21088700369,0.0
CVaR A*,Sydney_2_512.map,0,1048577,0,0,25581.176609994145,0.0
Risk-Penalized A*,Sydney_2_512.map,591,41004,1,0,405.2124099980574,0.0
Risk-Penalized Dijkstra,Sydney_2_512.map,591,182547,1,0,1827.154647995485,0.0
Risk-Penalized Greedy,Sydney_2_512.map,811,9852,1,0,73.88201300636865,40.0
BFS,Sydney_2_512.map,591,183403,1,0,822.1056920010597,1382.0
DFS,Sydney_2_512.map,29779,77584,1,0,212.10007098852657,11871.0
Dijkstra,Sydney_2_512.map,591,183249,1,0,1532.7980579750147,1382.0
Greedy,Sydney_2_512.map,807,9578,1,0,65.77224499778822,1786.0
