Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
ZEN,Moscow_2_256.map,315,10580,1,0,93.91971401055343,152.0
A*,Moscow_2_256.map,315,11635,1,0,150.0041680119466,1214.0
Weighted A*,Moscow_2_256.map,351,1071,1,0,17.815516010159627,1511.0
Chance-Constrained A*,Moscow_2_256.map,0,262145,0,0,5349.985976004973,0.0
CVaR A*,Moscow_2_256.map,0,262145,0,0,5812.685001001228,0.0
Risk-Penalized A*,Moscow_2_256.map,331,13104,1,0,110.05649299477227,3.0
Risk-Penalized Dijkstra,Moscow_2_256.map,331,44251,1,0,351.6325990203768,3.0
Risk-Penalized Greedy,Moscow_2_256.map,391,598,1,0,3.9059699920471758,417.0
BFS,Moscow_2_256.map,315,44683,1,0,165.9600290004164,1602.0
DFS,Moscow_2_256.map,3645,43794,1,0,184.67277701711282,8963.0
Dijkstra,Moscow_2_256.map,315,44556,1,0,292.8376769996248,1322.0
Greedy,Moscow_2_256.map,385,495,1,0,5.1279119797982275,1901.0
